Name,Version,Operation,Topic,Doc,Description,Environment,Galaxy,Workflow
"shovill","1.1.0-conda,1.0.9-conda","genome-assembly","Genomics,Sequence assembly,Microbiology","https://github.com/tseemann/shovill","Shovill is a pipeline for assembly of bacterial isolate genomes from Illumina paired-end reads.  Shovill uses SPAdes at its core, but alters the steps before and after the primary assembly step to get similar results in less time. Shovill also supports other assemblers like SKESA, Velvet and Megahit, so you can take advantage of the pre- and post-processing the Shovill provides with those too.","conda","true","false"
"signalP","6.0g-singularity,5.0b-shell,4.1-shell","protein-signal-peptide-detection","Protein sites, features and motifs","http://cbs.dtu.dk/services/SignalP/","Prediction of the presence and location of signal peptide cleavage sites in amino acid sequences from different organisms.","singularity,shell","false","false"
"Simka","1.4-shell","sequence-distance-matrix-generation","Metagenomics","https://github.com/GATB/simka","Simka is a de novo comparative metagenomics tool. Simka represents each dataset as a k-mer spectrum and compute several classical ecological distances between them.","shell","false","false"
"slow5tools","0.3.0-conda","data-handling","Bioinformatics","https://github.com/hasindu2008/slow5tools","Slow5tools is a simple toolkit for converting (FAST5 <-> SLOW5), compressing, viewing, indexing and manipulating data in SLOW5 format, a new file format for storing signal data from Oxford Nanopore Technologies (ONT) devices.","conda","false","false"
"SMRT Tools","5.1.0-shell","workflows","Bioinformatics","http://programs.pacificbiosciences.com/l/1652/2018-03-20/3wrpm7/1652/190674/SMRT_Tools_Reference_Guide__v5.1.0_.pdf","Suite available for analysis of DNA sequencing data from Pacific Biosciences’ SMRT technology","shell","false","false"
"Smudgeplot","0.2.3-conda,0.2.0-conda","quality-control","Sequence assembly","https://github.com/KamilSJaron/smudgeplot","Inference of ploidy and heterozygosity structure using whole genome sequencing data","conda","false","false"
"snakemake","6.6.0-conda,6.4.0-conda,5.4.0-conda,5.10.0-conda","service-composition","Bioinformatics,Workflows,Software engineering","https://snakemake.readthedocs.io/en/stable/index.html","Workflow engine and language. It aims to reduce the complexity of creating workflows by providing a fast and comfortable execution environment, together with a clean and modern domain specific specification language (DSL) in python style.","conda","false","false"
"Sniffles","2.0.6-conda,1.0.7-conda,1.0.12-conda","sequence-analysis","Sequencing,DNA structural variation","https://github.com/fritzsedlazeck/Sniffles","An algorithm for structural variation detection from third generation sequencing alignment.","conda","false","false"
"Snippy","4.6.0-conda,4.1.0-conda","phylogenetic-tree-visualisation","Model organisms,Genomics,Phylogenetics,DNA polymorphism","https://github.com/tseemann/snippy","Rapid haploid variant calling and core SNP phylogeny generation.","conda","false","false"
"SNP-sites","2.5.1-conda","variant-calling","Comparative genomics","https://github.com/sanger-pathogens/snp-sites","Rapidly extracts SNPs from a multi-FASTA alignment.","conda","false","false"
"snpeff","5.0-conda,4.5covid19-conda,4.3.1t-conda,4.3-conda","snp-detection","DNA polymorphism,Genetic variation,Nucleic acid sites, features and motifs","http://snpeff.sourceforge.net/","Variant annotation and effect prediction tool. It annotates and predicts the effects of variants on genes and proteins (such as amino acid changes).","conda","true","false"
"snpsift","4.3.1t-conda","variant-filtering","Data architecture, analysis and design,Data management","http://snpeff.sourceforge.net/SnpSift.html","Toolbox that allows you to filter and manipulate annotated vcf files.","conda","false","false"
"SNVoter","1.0-conda","snp-detection","Comparative genomics","https://github.com/vahidAK/SNVoter","Improving SNV detection from low coverage nanopore sequencing data (<30x)","conda","false","false"
"SOAPdenovo","2.40-conda","sequence-assembly","Sequence assembly","http://soap.genomics.org.cn/soapdenovo.html","SOAPdenovo, a short read de novo assembly tool, is a package for assembling short oligonucleotide into contigs and scaffolds.","conda","false","false"
"SortMeRNA","4.2.0-conda,2.1b-conda","sequence-similarity-search","Transcriptomics","http://bioinfo.lifl.fr/RNA/sortmerna/","Sequence analysis tool for filtering, mapping and OTU-picking NGS reads.","conda","false","false"
"SourceTracker","2.0.1-conda,1.0.1-shell","community-profiling","Metagenomics","https://github.com/danknights/sourcetracker/","Bayesian approach to estimating the proportion of a novel community that comes from a set of source environments","conda,shell","false","false"
"sourmash","2.0.0-conda","sequence-similarity-search","Computational biology","https://sourmash.readthedocs.io/en/latest/","Compute and compare MinHash signatures for DNA data sets.","conda","false","false"
"Spades","3.15.4-conda,3.15.3-conda,3.15.2-conda,3.14.0-conda,3.13.0-conda,3.12.0-conda,3.11.0-conda,3.10.1-conda","genome-assembly","Sequence assembly","http://cab.spbu.ru/software/spades/","St. Petersburg genome assembler – is intended for both standard isolates and single-cell MDA bacteria assemblies. SPAdes 3.9 works with Illumina or IonTorrent reads and is capable of providing hybrid assemblies using PacBio, Oxford Nanopore and Sanger reads. Additional contigs can be provided and can be used as long reads.","conda","false","false"
"squeezemeta","1.6.1-conda","read-binning","RNA-Seq,Metatranscriptomics,Metagenomics,Microbial ecology","https://github.com/jtamames/SqueezeMeta","SqueezeMeta is a fully automated metagenomics pipeline, from reads to bins.","conda","false","false"
"SRA Toolkit","2.10.1-conda","data-handling","Biological databases","https://github.com/ncbi/sra-tools","The SRA Toolkit and SDK from NCBI is a collection of tools and libraries for using data in the INSDC Sequence Read Archives","conda","false","false"
"SSpace-long read","1.1-conda","scaffolding","Sequence assembly","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-211","A program for scaffolding pre-assembled contigs using long reads","conda","false","false"
"SSpace-Standard","3.0-conda","scaffolding","Sequence assembly","https://www.baseclear.com/services/bioinformatics/basetools/sspace-standard/","stand-alone program for scaffolding pre-assembled contigs using NGS paired-read data","conda","false","false"
"stacks","2.64-bash,2.59-shell,2.55-conda,2.52-conda,2.0Beta9-conda,2.0Beta8-conda,1.46-conda","data-handling","Population genetics,Mapping","http://catchenlab.life.illinois.edu/stacks/","Developed to work with restriction enzyme based sequence data, such as RADseq, for building genetic maps and conducting population genomics and phylogeography analysis.","bash,shell,conda","false","false"
"star","2.7.9a-conda,2.7.8a-conda,2.7.2c-conda,2.7.10b-conda,2.7.10a-conda,2.7.0d-conda,2.5.3a-conda","sequence-alignment","Transcriptomics,RNA-Seq","http://code.google.com/p/rna-star/","Ultrafast universal RNA-seq data aligner","conda","false","false"
"Strainberry","1.1-conda","genome-assembly","Sequence assembly","https://github.com/rvicedomini/strainberry#installation","Strain separation in low-complexity metagenomes using error-prone long-read technologies","conda","false","false"
"StringTie","2.2.0-conda,2.1.4-conda","transcriptome-assembly","Transcriptomics,RNA-seq","https://ccb.jhu.edu/software/stringtie/","Fast and highly efficient assembler of RNA-Seq alignments into potential transcripts. It uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.","conda","false","false"
"Structure","2.3.4-conda","genetic-variation-analysis","Population genetics","http://web.stanford.edu/group/pritchardlab/structure.html","The program structureis a free software package for using multi-locus genotype data to investigate population structure. Its uses include inferring the presence of distinct populations, assigning individuals to populations, studying hybrid zones, identifying migrants and admixed individuals, and estimating population allele frequencies in situations where many individuals are migrants or admixed.","conda","false","false"
"Subread","2.0.1-conda","read-mapping","Mapping,Whole genome sequencing,RNA-Seq,Sequencing","http://subread.sourceforge.net/","Subread is a general-purpose read aligner which can be used to map both genomic DNA-seq reads and RNA-seq reads. It uses a new mapping paradigm called "seed-and-vote" to achieve fast, accurate and scalable read mapping. It automatically determines if a read should be globally or locally aligned, therefore particularly powerful in mapping RNA-seq reads. It supports indel detection and can map reads with both fixed and variable lengths.","conda","false","false"
"SVIM","2.0.0-conda,1.4.2-conda","variant-calling","Comparative genomics","https://github.com/eldariont/svim","Structural variant identification using long reads","conda","false","false"
"swarm","3.1.3-conda,3.1.0-conda","sequence-clustering","Sequence analysis,Biodiversity,Microbiology,Molecular biology","https://github.com/torognes/swarm","A robust and fast clustering method for amplicon-based studies. The purpose of this tool is to provide a novel clustering algorithm that handles massive sets of amplicons.","conda","false","false"
"SyRi","1.5.4-conda","haplotype-mapping","DNA polymorphism,Mapping,Sequence assembly,Sequencing,DNA structural variation","https://schneebergerlab.github.io/syri/","SyRI is tool for finding genomic rearrangements and local sequence differences from whole-genome assemblies.","conda","false","false"
"T-Coffee","11.0.8-conda","multiple-sequence-alignment","Phylogeny","http://www.tcoffee.org/","A collection of tools for Computing, Evaluating and Manipulating Multiple Alignments","conda","true","false"
"tabix","0.2.6-conda","data-handling","Genomics","http://www.htslib.org/doc/tabix.html","Tabix indexes a TAB-delimited genome position file in.tab.bgz and creates an index file (in.tab.bgz.tbi or in.tab.bgz.csi) when region is absent from the command-line. The input data file must be position sorted and compressed by bgzip which has a gzip(1) like interface.","conda","false","false"
"TaxMapper","1.0.2-conda","genetic-mapping","Mapping,NGS,Microbiology,Taxonomy","https://bitbucket.org/dbeisser/taxmapper","Analysis tool for a reliable mapping to a provided microeukaryotic reference database and part of a comprehensive Snakemake workflow. It is used to assign taxonomic information to each NGS read by mapping to the database and filtering low quality assignments.","conda","false","false"
"taxonkit","0.8.0-conda,0.14.1-conda","formatting","Biotechnology,Ecology,Taxonomy","https://github.com/shenwei356/taxonkit","TaxonKit is a practical and efficient NCBI taxonomy toolkit.","conda","false","false"
"TEclass","2.3.1b-singularity","transposon-prediction,sequence-annotation","Sequence analysis","http://www.compgen.uni-muenster.de/tools/teclass/index.hbi","TEclass classifies unknown transpsosable element (TE) consensus sequences into four categories, according to their mechanism of transposition: DNA transposons, LTRs, LINEs, SINEs","singularity","false","false"
"tigmint","1.2.6-conda","scaffolding","Structural variation,Sequence assembly","https://github.com/bcgsc/tigmint","Tigmint is a tool for correcting misassemblies in genome assembly drafts using linked or long sequencing reads","conda","false","false"
"TMHMM","2.0-shell","transmembrane-protein-prediction","Protein modifications,Proteomics,Protein secondary structure,Membrane and lipoproteins,Protein folds and structural domains","http://cbs.dtu.dk/services/TMHMM/","Prediction of transmembrane helices in proteins.","shell","true","false"
"Tombo","1.5.1-conda","snp-detection","Comparative genomics","https://github.com/nanoporetech/tombo","Tombo is a suite of tools primarily for the identification of modified nucleotides from nanopore sequencing data.","conda","false","false"
"tooldirectory","v3.0.0-conda","visualisation","Bioinformatics","https://github.com/ifremer-bioinformatics/ToolDirectory","Dynamic visualization of softwares managed by a Bioinformatics Core Facility","conda","false","false"
"Tophat2","2.1.1-conda","read-mapping","RNA-seq","http://ccb.jhu.edu/software/tophat/index.shtml","Gapped-read mapper for RNA-seq data.","conda","true","false"
"Tractor","master-conda","genotyping","Workflows,GWAS study,Genotype and phenotype,Lipids","https://github.com/eatkinson/Tractor","A framework allowing for improved inclusion of admixed individuals in large-scale association studies.","conda","false","false"
"Trans-ABySS","2.0.1-conda","de-novo-assembly","Transcriptomics,Sequence assembly,Gene structure,RNA-Seq","http://www.bcgsc.ca/platform/bioinfo/software/trans-abyss","A pipeline for de novo short-read transcriptome assembly and analyses.","conda","false","false"
"TransDecoder","5.5.0-conda,3.0.1-conda","coding-region-prediction","Gene transcripts,Genomics","https://github.com/TransDecoder/TransDecoder/wiki","TransDecoder identifies candidate coding regions within transcript sequences, such as those generated by de novo RNA-Seq transcript assembly using Trinity, or constructed based on RNA-Seq alignments to the genome using Tophat and Cufflinks.","conda","true","false"
"transrate","1.0.3-conda","sequence-assembly-validation","Transcriptomics","http://hibberdlab.com/transrate/index.html","de-novo transcriptome assembly quality analysis","conda","false","false"
"TreeMix","1.13-conda","phylogenetic-tree-generation","Population genetics","https://bitbucket.org/nygcresearch/treemix/wiki/Home","Method for inferring the patterns of population splits and mixtures in the history of a set of populations. In the underlying model, the modern-day populations in a species are related to a common ancestor via a graph of ancestral populations. The allele frequencies in the modern populations are used to infer the structure of this graph.","conda","false","false"
"trf","4.09.1-conda","repeat-sequence-detection","Sequence composition, complexity and repeats,Sequence analysis","http://tandem.bu.edu/trf/trf.html","Tandem Repeats Finder. Find tandem repeats in DNA sequences without the need to specify either the pattern or pattern size. It uses the method of k-tuple matching to avoid the need for full scale alignment matrix computations. It requires no a priori knowledge of the pattern, pattern size or number of copies. There are no restrictions on the size of the repeats that can be detected. It determines a consensus pattern for the smallest repetitive unit in the tandem repeat.","conda","false","false"
"Trimgalore","0.6.7-conda,0.6.4-conda,0.6.3-conda,0.4.1-conda","quality-control,sequence-trimming","Bioinformatics","http://www.usadellab.org/cms/uploads/supplementary/Trimmomatic/TrimmomaticManual_V0.32.pdf","A tool to automate quality and adapter trimming as well as quality control","conda","false","false"
"Trimal","1.4.1-conda","multiple-sequence-alignment","Sequence analysis,Sequence sites, features and motifs,Sequencing","http://trimal.cgenomics.org","Tool for the automated removal of spurious sequences or poorly aligned regions from a multiple sequence alignment.","conda","true","false"
"Trimmomatic","0.36-conda","sequence-trimming","Sequence analysis,Data quality management,Sequencing","http://www.usadellab.org/cms/index.php?page=trimmomatic","A flexible read trimming tool for Illumina NGS data","conda","true","false"
"Trinity","2.8.5-conda,2.8.4-conda,2.5.1-conda,2.4.0-conda","transcriptome-assembly","Gene transcripts,Transcriptomics,Gene expression","https://github.com/trinityrnaseq/trinityrnaseq/wiki","Trinity is a transcriptome assembler which relies on three different tools, inchworm an assembler, chrysalis which pools contigs and butterfly which amongst others compacts a graph resulting from butterfly with reads.","conda","false","false"
"Trinotate","3.1.1-conda","gene-functional-annotation","Transcriptomics,Gene expression","https://github.com/Trinotate/Trinotate.github.io","Comprehensive annotation suite designed for automatic functional annotation of transcriptomes, particularly de novo assembled transcriptomes, from model or non-model organisms.","conda","true","false"
"trnascan-se","2.0.7-conda","trna-gene-prediction","Genomics,Sequence analysis,RNA","http://trna.ucsc.edu/tRNAscan-SE/","A program for improved detection of transfer RNA genes in genomic sequence.","conda","false","false"
"Trycycler","0.5.3-conda,0.5.0-conda","genome-assembly","Sequence assembly,Human biology,DNA,Whole genome sequencing,Genomics","http://github.com/rrwick/Trycycler-paper","Trycycler: consensus long-read assemblies for bacterial genomes","conda","false","false"
"TSEBRA","1.0.3-conda","homology-based-gene-prediction","Model organisms,Gene transcripts,Gene expression,RNA-Seq","https://github.com/Gaius-Augustus/TSEBRA","TSEBRA is a combiner tool that selects transcripts from gene predictions based on the support by extrisic evidence in form of introns and start/stop codons. It was developed to combine BRAKER1 and BRAKER2 predicitons to increase their accuracies.","conda","false","false"
"ucsc-bigbedtobed","v377-conda","data-handling","Bioinformatics","http://hgdownload.cse.ucsc.edu/admin/exe/","Convert from bigBed to ascii bed format.","conda","false","false"
"faToTwoBit","357-conda","data-handling","Genomics,DNA","https://genome.ucsc.edu/goldenPath/help/twoBit.html","Convert DNA from fasta to 2bit format","conda","false","false"
"UGENE","1.32.0-shell","visualisation","Sequence analysis,Phylogenetics,Genomics,Protein structure analysis","http://ugene.unipro.ru","UGENE is a free cross-platform genome analysis suite that combines popular bioinformatics tools within a single user friendly interface.","shell","false","false"
"Unicycler","0.5.0-conda,0.4.8-conda","genome-assembly","Genomics,Sequence assembly,Microbiology,Sequencing","https://github.com/rrwick/Unicycler","A tool for assembling bacterial genomes from a combination of short (2nd generation) and long (3rd generation) sequencing reads.","conda","true","false"
"vadr","1.1-singularity","deposition","Virology,Small molecules,Genomics,Sequence sites, features and motifs,Gene and protein families","https://github.com/nawrockie/vadr","Classification and annotation of viral sequences based on RefSeq annotation.","singularity","false","false"
"validatefastq","0.1.1-conda","format-validation","Genomics,Data quality management","https://biopet.github.io/validatefastq/0.1.1/index.html","This tool validates a FASTQ file. When data is paired it can also validate a pair of FASTQ files. ValidateFastq will check if the FASTQ is in valid FASTQ format. This includes checking for duplicate reads and checking whether a pair of FASTQ files contains the same amount of reads and headers match. It also check whether the quality encodings are correct and outputs the most likely encoding format (Sanger, Solexa etc.).","conda","false","false"
"vamb","3.0.3-gpu-conda,3.0.3-conda","scaffolding","Sequence assembly,Microbial ecology,Machine learning,Informatics,Metagenomics","https://github.com/RasmussenLab/vamb","Improved metagenome binning and assembly using deep variational autoencoders.","conda","false","false"
"Variabel","1.0.0-conda","variant-calling","Comparative genomics","https://gitlab.com/treangenlab/variabel","Novel approach and method for intrahost variant detection, which outperforms existing ONT variant callers","conda","false","false"
"VarScan","2.4.3-conda","variant-calling","DNA polymorphism,Sequencing","http://dkoboldt.github.io/varscan/","VarScan, an open source tool for variant detection that is compatible with several short read align-ers.","conda","true","false"
"vcflib","1.0.0_rc1-conda","data-handling","Genomics,Data management","https://github.com/vcflib/vcflib","API and command line utilities for the manipulation of VCF files.","conda","false","false"
"VCFTools","0.1.16-conda,0.1.14-conda","data-handling","Genetic variation","https://vcftools.github.io/index.html","Provide easily accessible methods for working with complex genetic variation data in the form of VCF files.","conda","false","false"
"Velvet","1.2.10-conda","formatting,de-novo-assembly","Sequence assembly","https://github.com/dzerbino/velvet","A de novo genomic assembler specially designed for short read sequencing technologies, such as Solexa or 454 or SOLiD.","conda","true","false"
"VGAS","0.0.2020.07.22-conda","genome-annotation","Genomics","http://cefg.uestc.cn/vgas","VGAS is a system combing ab initio method and similarity-based method, which can perform the functions of virus gene finding and function annotating merely depending on the gene sequence itself","conda","false","false"
"viennarna","2.5.1-conda","rna-secondary-structure-prediction","Nucleic acid structure analysis,RNA,Structure prediction","https://www.tbi.univie.ac.at/RNA/","The ViennaRNA Package consists of a C code library and several stand-alone programs for the prediction and comparison of RNA secondary structures.","conda","false","false"
"VIGA","0.11.0-singularity","sequence-annotation,functional-prediction","Functional genomics","https://github.com/EGTortuero/viga","De novo Viral Genome Annotator. VIGA is a script written in Python 2.7 that annotates viral genomes automatically (using a de novo algorithm) and predict the function of their proteins using BLAST and HMMER","singularity","true","false"
"vsearch","2.11.1-shell","dna-mapping","Sequence analysis,Metagenomics","https://github.com/torognes/vsearch","High-throughput search and clustering sequence analysis tool. It supports de novo and reference based chimera detection, clustering, full-length and prefix dereplication, reverse complementation, masking, all-vs-all pairwise global alignment, exact and global alignment searching, shuffling, subsampling and sorting. It also supports FASTQ file analysis, filtering and conversion.","shell","false","false"
"vt","2015.11.10-conda","variant-calling","Genetics,Sequence analysis,Sequence sites, features and motifs,Sequencing","http://genome.sph.umich.edu/wiki/Vt","Variant tool set that discovers short variants from Next Generation Sequencing data.","conda","false","false"
"vulcan","1.0.3-conda","enrichment-analysis","Systems biology,ChIP-seq,Gene expression","http://bioconductor.org/packages/release/bioc/html/vulcan.html","VirtUaL ChIP-Seq Analysis through Networks is a package that interrogates gene regulatory networks to infer cofactors significantly enriched in a differential binding signature coming from ChIP-Seq data.","conda","false","false"
"w2rap-contigger","2019-07-11-shell","genome-assembly","Genomics,Sequence assembly","https://github.com/bioinfologics/w2rap-contigger","An Illumina PE genome contig assembler, can handle large (17Gbp) complex (hexaploid) genomes.","shell","false","false"
"wengan","0.1-shell","genome-assembly","Human biology,Whole genome sequencing,Sequence assembly","https://github.com/adigenova/wengan","Wengan is a new genome assembler that unlike most of the current long-reads assemblers avoids entirely the all-vs-all read comparison.","shell","false","false"
"WhatsHap","1.0-conda,0.18-conda","genotyping","DNA polymorphism,Sequence assembly","http://whatshap.readthedocs.io","Software for phasing genomic variants using DNA sequencing reads, also called haplotype assembly. It is especially suitable for long reads, but works also well with short reads.","conda","false","false"
"WHdenovo","14012020-conda","phasing","Model organisms,Sequence assembly,Sequencing","https://github.com/shilpagarg/WHdenovo","A haplotype-aware de novo assembly of related individuals using pedigree sequence graph.","conda","false","false"
"winnowmap","2.03-conda","sequence-alignment","Mapping","https://github.com/marbl/Winnowmap","Winnowmap is a long-read mapping algorithm optimized for mapping ONT and PacBio reads to repetitive reference sequences. Winnowmap development began on top of minimap2 codebase, and since then we have incorporated the following two ideas to improve mapping accuracy within repeats","conda","false","false"
"wtdbg2/Readbean","2.5-conda","genome-assembly","Sequence assembly","https://github.com/ruanjue/wtdbg2","A fuzzy Bruijn graph approach to long noisy reads assembly","conda","false","false"
"yacrd","0.6.0-conda","sequence-assembly","Machine learning,Mapping,Sequence assembly","https://github.com/natir/yacrd","upstream tools for long-read genome assembly.","conda","false","false"
"yahs","1.2a-shell,1.1a.2-shell","scaffolding","DNA binding sites,Sequence assembly","https://github.com/c-zhou/yahs","YaHS is scaffolding tool using Hi-C data. It relies on a new algorithm for contig joining detection which considers the topological distribution of Hi-C signals aiming to distinguish real interaction signals from mapping noises.","shell","false","false"
"yak","0.1-shell","k-mer-counting","Sequence assembly","https://github.com/lh3/yak","Yet another k-mer analyzer ","shell","false","false"
"zUMIs","2.7.0-conda","mapping","Mapping,Sequence analysis,RNA-Seq","https://github.com/sdparekh/zUMIs","A fast and flexible pipeline to process RNA sequencing data with UMIs.","conda","false","false"
